Date,Average Difficulty,Active Addresses Count,Average Transaction Fees,Transactions Count,Block Count,Block Size (bytes)
12/17/2018,2.24142E+15,303060,0.064626835,570051,5891,111274382
12/18/2018,2.21995E+15,277282,0.119343435,556320,5861,115295662
12/19/2018,2.2545E+15,322980,0.075214786,597824,5849,114808136
12/20/2018,2.24135E+15,340424,0.084367106,602429,5853,114650771
12/21/2018,2.26337E+15,320212,0.075604881,606526,5837,114766451
12/22/2018,2.26741E+15,325282,0.075737576,495551,5925,98432753
12/23/2018,2.30095E+15,357263,0.086361548,543655,5865,101422530
12/24/2018,2.38613E+15,346049,0.100475428,615551,5927,112906514
12/25/2018,2.45645E+15,252176,0.105027928,535001,5967,98183178
12/26/2018,2.52647E+15,288376,0.118047078,560047,5961,110240420
12/27/2018,2.49895E+15,297630,0.070572306,548411,5893,103505570
12/28/2018,2.45191E+15,314344,0.085945762,572189,5907,105795350
12/29/2018,2.43865E+15,314501,0.082721152,543746,5960,100827042
12/30/2018,2.49309E+15,247598,0.169991169,460395,5886,85611940
12/31/2018,2.50422E+15,286665,0.083241828,522040,5921,97712799
1/1/2019,2.39825E+15,227755,0.0939996,448168,5871,80232633
1/2/2019,2.42437E+15,266633,0.090707688,589959,5931,107506091
1/3/2019,2.5912E+15,298379,0.080859838,596620,5580,107932770
1/4/2019,2.59214E+15,264923,0.100635677,549398,5554,104815780
1/5/2019,2.63733E+15,257064,0.149258976,511189,5620,97513081
1/6/2019,2.69638E+15,266956,0.095898641,487372,5585,88550926
1/7/2019,2.70157E+15,288553,0.091792523,550964,5610,102124541
1/8/2019,2.66863E+15,277503,0.08430518,553367,5562,99648671
1/9/2019,2.7039E+15,279728,0.08013626,558847,5610,100223591
1/10/2019,2.67436E+15,276872,0.079535113,582839,5568,106629931
1/11/2019,2.69203E+15,309317,0.076397735,541838,5566,103992025
1/12/2019,2.6248E+15,267659,0.067864262,452707,5541,88199043
1/13/2019,2.60814E+15,260303,0.063765851,481347,5635,89019017
1/14/2019,2.63334E+15,296695,0.112902972,577239,5629,103864746
1/15/2019,2.70208E+15,277216,0.094216538,539896,5619,101558942
1/16/2019,2.62105E+15,259885,0.104198296,507687,5528,99547503
1/17/2019,2.58083E+15,249911,0.078206474,517082,5561,99542772
1/18/2019,2.57166E+15,250566,0.081960317,538899,5619,99743845
1/19/2019,2.63707E+15,235309,0.075850407,539125,5683,101514665
1/20/2019,2.67357E+15,234174,0.067128648,537705,5599,99838678
1/21/2019,2.84084E+15,242165,0.070728329,582751,5094,108792729
1/22/2019,2.87875E+15,221052,0.094767206,605558,5072,115189315
1/23/2019,2.75283E+15,241743,0.075013393,533819,4991,103362771
1/24/2019,2.8051E+15,232516,0.079413723,520130,5086,100916704
1/25/2019,2.81252E+15,242692,0.073969952,504903,5106,93491404
1/26/2019,2.74913E+15,281294,0.067476417,464380,5055,88065902
1/27/2019,2.7395E+15,253559,0.061820865,488814,5013,91605507
1/28/2019,2.60526E+15,275560,0.069348707,568564,4884,105383593
1/29/2019,2.44377E+15,247558,0.060506995,566026,4870,107642118
1/30/2019,2.40454E+15,244601,0.068053007,555347,4949,106740760
1/31/2019,2.46576E+15,226825,0.079834735,517057,4931,102578836
2/1/2019,2.40803E+15,233701,0.076645085,498856,4848,98770059
2/2/2019,2.35891E+15,230615,0.069168507,450314,4935,86358050
2/3/2019,2.35461E+15,217389,0.063385605,424378,4858,80629959
2/4/2019,2.3619E+15,208209,0.067961536,416394,4938,80617335
2/5/2019,2.364E+15,214341,0.069037454,414815,4900,81344349
2/6/2019,2.34884E+15,210354,0.068355049,429065,4892,83277359
2/7/2019,2.33407E+15,196941,0.072967982,428676,4918,85729376
2/8/2019,2.37172E+15,210686,0.081531689,471952,4923,93448993
2/9/2019,2.37009E+15,193871,0.082758587,417129,4900,83977631
2/10/2019,2.79962E+15,171484,0.088867509,381151,4298,79933591
2/11/2019,2.79045E+15,195256,0.089645644,429007,4195,86834952
2/12/2019,2.8455E+15,207073,0.087341557,438111,4273,88980387
2/13/2019,2.81368E+15,206023,0.087573913,491354,4169,97421552
2/14/2019,2.76389E+15,207805,0.099694185,474782,4166,97090098
2/15/2019,2.75856E+15,208673,0.104883077,468599,4158,94600173
2/16/2019,2.79149E+15,215553,0.096634573,454309,4224,90871933
2/17/2019,2.78718E+15,203761,0.106274772,447945,4139,91883619
2/18/2019,2.80054E+15,248067,0.138533114,512455,4196,101148719
2/19/2019,2.93132E+15,235079,1.200492264,533602,4288,105402006
2/20/2019,2.93433E+15,218723,0.12908453,530268,4242,105027617
2/21/2019,2.93597E+15,210293,0.118589951,544817,4252,107224348
2/22/2019,2.90998E+15,217612,0.118149601,530839,4238,105817789
2/23/2019,3.01964E+15,211612,0.127513118,476225,4353,95082264
2/24/2019,3.01099E+15,217755,0.116632572,540201,4254,103792088
2/25/2019,2.9661E+15,231575,0.125874968,573756,4238,113113421
2/26/2019,2.97823E+15,239116,0.128692842,553925,4281,112455743
2/27/2019,2.97481E+15,235484,0.118609605,539516,4281,108480550
2/28/2019,2.92745E+15,233394,0.135671516,541458,4366,109661823
3/1/2019,2.03627E+15,268402,0.096700119,547622,5994,113546948
3/2/2019,1.92325E+15,279249,0.089793533,526912,6402,105368586
3/3/2019,1.90905E+15,291044,0.087304323,492382,6379,97837163
3/4/2019,1.88729E+15,272293,0.086462811,620211,6384,126423075
3/5/2019,1.9024E+15,270746,0.097560038,598085,6429,120476675
3/6/2019,1.91166E+15,266235,0.0981886,578932,6399,113426443
3/7/2019,1.90453E+15,279134,0.097758814,572685,6438,110192135
3/8/2019,1.9294E+15,272589,0.09563128,562361,6388,120092185
3/9/2019,1.88319E+15,284250,0.088616814,555854,6380,111952353
3/10/2019,1.88425E+15,248152,0.087811069,484038,6513,97988512
3/11/2019,1.88336E+15,262743,0.086163163,536412,6389,108989990
3/12/2019,1.85356E+15,298223,0.083841145,564306,6453,114061894
3/13/2019,1.84128E+15,272122,0.079389653,573281,6399,122438294
3/14/2019,1.85258E+15,280348,0.073910402,573828,6422,118714631
3/15/2019,1.8591E+15,258613,0.081329122,553012,6424,115133253
3/16/2019,1.8926E+15,268643,0.076166185,504183,6511,105926338
3/17/2019,1.90166E+15,282235,0.086723422,494872,6415,98349866
3/18/2019,1.88318E+15,263811,0.616428766,573940,6368,123422431
3/19/2019,1.80921E+15,265142,0.0937002,635940,6416,135819281
3/20/2019,1.86601E+15,261950,0.085943714,630313,6475,127430234
3/21/2019,1.86165E+15,237078,0.123204507,618318,6372,128883588
3/22/2019,1.84203E+15,247350,0.099756771,628700,6409,127034930
3/23/2019,1.83359E+15,241066,0.084784627,561778,6431,111614997
3/24/2019,1.84668E+15,260748,0.085669028,549073,6432,108947199
3/25/2019,1.84336E+15,294083,0.089938178,648670,6429,128715503
3/26/2019,1.7941E+15,275745,0.096551028,629010,6358,129661499
3/27/2019,1.7613E+15,262880,0.11156745,625948,6458,130413725
3/28/2019,1.77523E+15,277318,0.09396683,634367,6373,125672174
3/29/2019,1.79144E+15,257930,0.108648319,640352,6369,133428652
3/30/2019,1.71696E+15,249624,0.081516463,667967,6371,131974093
3/31/2019,1.72143E+15,241677,0.085576886,646230,6417,128049875
4/1/2019,1.80976E+15,296278,0.100661693,687574,6420,131555117
4/2/2019,1.79657E+15,336880,0.122958572,758900,6357,146613384
4/3/2019,1.78893E+15,320514,0.143030363,746605,6336,146648146
4/4/2019,1.81952E+15,283098,0.118376028,673520,6406,139601362
4/5/2019,1.82134E+15,290567,0.104943629,621924,6427,123780236
4/6/2019,1.84319E+15,281955,0.101819542,559039,6452,109776400
4/7/2019,1.82319E+15,287126,0.10734501,572886,6476,114181212
4/8/2019,1.82562E+15,299606,0.12176778,668000,6441,130270380
4/9/2019,1.8515E+15,296515,0.106432508,656914,6430,126141153
4/10/2019,1.87825E+15,300565,0.142894243,674070,6455,145911685
4/11/2019,1.89448E+15,314322,0.105319936,729032,6384,153982696
4/12/2019,1.87906E+15,320739,0.096025056,694793,6420,130576703
4/13/2019,1.89839E+15,290028,0.088783918,614291,6483,114107441
4/14/2019,1.92957E+15,245862,0.094625124,551055,6422,109186255
4/15/2019,1.92371E+15,294905,0.091465889,622058,6443,138431909
4/16/2019,1.89699E+15,283757,0.10482344,656461,6408,145383848
4/17/2019,1.8631E+15,308498,0.105649029,681896,6381,133196686
4/18/2019,1.85424E+15,325334,0.112054906,697650,6406,135885045
4/19/2019,1.88171E+15,336310,0.09332491,693183,6449,134208063
4/20/2019,1.87359E+15,369030,0.073471875,686824,6370,128472576
4/21/2019,1.87684E+15,307683,0.083773579,631190,6462,134861180
4/22/2019,1.9054E+15,335022,0.085876162,719306,6429,135797447
4/23/2019,1.89596E+15,356264,0.091344239,729268,6296,138322884
4/24/2019,1.85365E+15,344470,0.091005497,668917,6392,127896978
4/25/2019,1.85059E+15,299191,0.071149573,680812,6466,130174525
4/26/2019,1.84884E+15,307928,0.094373985,661061,6453,129213108
4/27/2019,1.89407E+15,258512,0.073063408,562687,6476,106316589
4/28/2019,1.8851E+15,256712,0.071379822,593482,6389,114730316
4/29/2019,1.90569E+15,274907,0.0748145,628989,6452,123969686
4/30/2019,1.9287E+15,292816,0.075208292,707771,6412,133949283
5/1/2019,1.91959E+15,291650,0.078022001,703790,6465,130501114
5/2/2019,1.90835E+15,266188,0.19806763,626308,6442,154967908
5/3/2019,1.89692E+15,275199,0.092607865,670882,6341,139282875
5/4/2019,1.94563E+15,256938,0.081250168,623395,6530,120562966
5/5/2019,1.9581E+15,261416,0.081681224,637464,6386,122008078
5/6/2019,1.91797E+15,282859,0.09617052,706135,6359,157893152
5/7/2019,1.94536E+15,277792,0.121264711,658146,6395,179120205
5/8/2019,1.93313E+15,277410,0.097766931,686996,6336,155602776
5/9/2019,1.93348E+15,281070,0.091237219,718440,6364,145445466
5/10/2019,1.92541E+15,310015,0.100114865,736762,6439,147417725
5/11/2019,1.94981E+15,320467,0.098023299,742337,6396,144963550
5/12/2019,1.97053E+15,286729,0.095034304,715827,6441,138695078
5/13/2019,1.96409E+15,320643,0.121161239,758695,6360,146298359
5/14/2019,2.00585E+15,355627,0.138985896,830785,6470,156646412
5/15/2019,2.02756E+15,369579,0.194312439,847606,6470,164259840
5/16/2019,2.02851E+15,399571,0.263150523,908208,6342,168374685
5/17/2019,2.1158E+15,357861,0.221392686,810320,6439,165415716
5/18/2019,2.16266E+15,318252,0.177891836,735420,6402,147449722
5/19/2019,2.11543E+15,330704,0.167721879,752431,6386,139849991
5/20/2019,2.09441E+15,331537,0.166589854,860161,6349,158412428
5/21/2019,2.05931E+15,370207,0.147037998,812799,6339,151817233
5/22/2019,2.06361E+15,331007,0.179448529,873384,6401,164082223
5/23/2019,2.05102E+15,339775,0.160420813,846724,6329,160936807
5/24/2019,2.00701E+15,350611,0.164201657,904057,6392,163896028
5/25/2019,2.01615E+15,323361,0.133330295,839949,6526,150455711
5/26/2019,2.01495E+15,319134,0.126426042,763094,6428,140354782
5/27/2019,2.08458E+15,361711,0.17839091,941733,6393,170988705
5/28/2019,2.03862E+15,350001,0.178229104,910535,6342,162685716
5/29/2019,2.11888E+15,346909,0.189153441,947509,6536,170398340
5/30/2019,2.14463E+15,352640,0.19768103,891907,6301,162003870
5/31/2019,2.1008E+15,399069,0.190336075,870676,6476,151516403
6/1/2019,2.1129E+15,508448,0.165635972,956751,6366,160340865
6/2/2019,2.15162E+15,435046,0.127610802,890894,6386,155309478
6/3/2019,2.06352E+15,393251,0.149918378,889067,6322,160167084
6/4/2019,2.072E+15,361274,0.14453005,891955,6401,161931707
6/5/2019,2.02358E+15,324986,0.159479514,799392,6398,149776750
6/6/2019,2.10068E+15,413745,0.146827982,824817,6452,150894234
6/7/2019,2.11923E+15,311139,0.149725987,758454,6345,143985418
6/8/2019,2.06476E+15,276543,0.177964565,992653,6337,178986485
6/9/2019,2.02507E+15,355087,0.1132199,715741,6368,129833418
6/10/2019,2.03095E+15,325166,0.196518231,963694,6447,178634616
6/11/2019,2.03631E+15,381772,0.157833224,930038,6392,173130949
6/12/2019,2.02966E+15,480717,0.116892399,860682,6372,157036470
6/13/2019,1.99936E+15,360497,0.134057506,749758,6417,142249515
6/14/2019,2.00482E+15,351579,0.163296979,825364,6410,151880660
6/15/2019,2.01044E+15,330124,0.186274951,938952,6368,166964388
6/16/2019,2.0055E+15,443504,0.11766992,888979,6436,151307083
6/17/2019,2.02435E+15,338539,0.208975254,944094,6380,170489790
6/18/2019,2.02907E+15,378719,0.150854342,850016,6369,155897781
6/19/2019,2.05279E+15,331466,0.172408857,886054,6397,171356134
6/20/2019,2.03028E+15,313165,0.214774998,985024,6397,180090879
6/21/2019,2.02198E+15,390272,0.155142326,777627,6332,145477903
6/22/2019,1.99524E+15,379012,0.155912308,758133,6457,141618823
6/23/2019,2.0284E+15,339193,0.159377485,773499,6400,142999131
6/24/2019,2.07513E+15,363545,0.183495086,809637,6436,156135242
6/25/2019,2.09217E+15,350197,0.244394425,932194,6422,173141681
6/26/2019,2.18001E+15,388619,0.277038972,848601,6421,174868238
6/27/2019,2.16792E+15,357014,0.278711216,814118,6386,161975565
6/28/2019,2.12802E+15,325663,0.231834618,1004170,6395,183026570
6/29/2019,2.18998E+15,310251,0.208859735,733337,6433,136216769
6/30/2019,2.18736E+15,275123,0.200575055,685958,6426,132657764
7/1/2019,2.16452E+15,309889,0.241780128,951985,6434,177831583
7/2/2019,2.19502E+15,382288,0.19037203,895054,6407,167342110
7/3/2019,2.13712E+15,370570,0.167416794,753227,6397,147608341
7/4/2019,2.11786E+15,360399,0.143471222,747514,6411,145392515
7/5/2019,2.13629E+15,319406,0.176595782,849080,6379,159057333
7/6/2019,2.16073E+15,318241,0.174853772,754040,6483,172203317
7/7/2019,2.15025E+15,309297,0.153871026,582067,6482,166223310
7/8/2019,2.13538E+15,335258,0.206436951,809796,6419,198882296
7/9/2019,2.18377E+15,351558,0.176589239,771955,6453,151390160
7/10/2019,2.19798E+15,347412,0.14726937,736096,6398,143419527
7/11/2019,2.23678E+15,313587,0.200736174,975288,6436,180206422
7/12/2019,2.26924E+15,343689,0.160284552,726392,6339,141807409
7/13/2019,2.23779E+15,287614,0.14212445,587283,6438,114383617
7/14/2019,2.25999E+15,297781,0.152395192,613490,6525,125275136
7/15/2019,2.27906E+15,360602,0.154375988,743294,6346,232451411
7/16/2019,2.19958E+15,268611,0.201610509,1003278,6318,190454660
7/17/2019,2.24623E+15,312639,0.188237264,830029,6381,162801000
7/18/2019,2.24427E+15,308987,0.128727485,667874,6478,164733659
7/19/2019,2.20052E+15,296342,0.162119468,815548,6364,152957218
7/20/2019,2.21997E+15,293720,0.113688644,584085,6504,115486905
7/21/2019,2.20042E+15,284257,0.118154438,522416,6403,104190132
7/22/2019,2.16318E+15,332359,0.107948042,640666,6481,123260867
7/23/2019,2.19793E+15,295644,0.121475901,606795,6477,124203145
7/24/2019,2.21301E+15,268921,0.175984238,907213,6436,168686288
7/25/2019,2.20894E+15,271079,0.168052932,949864,6358,176997571
7/26/2019,2.18124E+15,314692,0.123635774,640260,6451,125433156
7/27/2019,2.24423E+15,279933,0.1198567,577697,6477,115001063
7/28/2019,2.22738E+15,292897,0.096314681,572697,6458,111552898
7/29/2019,2.22879E+15,304681,0.108391617,676990,6379,128424193
7/30/2019,2.24572E+15,331809,0.111778198,715782,6502,133469657
7/31/2019,2.21432E+15,294035,0.130499429,684284,6405,130995165
8/1/2019,2.18655E+15,269308,0.175033642,877643,6343,163011640
8/2/2019,2.18647E+15,299037,0.139435569,768312,6511,146183092
8/3/2019,2.23104E+15,259678,0.162592592,783492,6472,144953202
8/4/2019,2.27503E+15,301295,0.102790952,569134,6435,116065318
8/5/2019,2.29643E+15,335179,0.118762508,718438,6445,137476379
8/6/2019,2.3006E+15,346542,0.123241089,732052,6450,138443733
8/7/2019,2.30419E+15,310904,0.113362005,742477,6482,141243693
8/8/2019,2.31365E+15,306119,0.124351816,692736,6384,135016410
8/9/2019,2.28978E+15,326034,0.119635755,721762,6420,136058756
8/10/2019,2.32054E+15,315155,0.1051603,630929,6496,117699628
8/11/2019,2.29871E+15,293410,0.106354332,582507,6423,109155823
8/12/2019,2.30976E+15,349597,0.112333621,712949,6484,130812820
8/13/2019,2.32178E+15,322202,0.132021509,698671,6427,131963356
8/14/2019,2.2875E+15,321012,0.107165749,736647,6459,141250916
8/15/2019,2.31662E+15,304059,0.135093803,689076,6413,134589777
8/16/2019,2.2862E+15,325186,0.098337923,718875,6449,136483241
8/17/2019,2.34239E+15,290153,0.082659434,641106,6480,121284735
8/18/2019,2.26775E+15,283406,0.090866124,627260,6437,118874864
8/19/2019,2.28134E+15,295257,0.12845171,724461,6374,135696874
8/20/2019,2.24521E+15,304960,0.125925735,733520,6432,136046388
8/21/2019,2.22861E+15,316421,0.14264644,731500,6449,136901910
8/22/2019,2.18001E+15,305383,0.127189323,737144,6400,137562907
8/23/2019,2.21262E+15,312715,0.121555741,733282,6468,136600395
8/24/2019,2.2298E+15,297544,0.109585027,684235,6315,126249734
8/25/2019,2.16528E+15,295058,0.14064125,677260,6572,147856021
8/26/2019,2.24644E+15,309070,0.158793032,750845,6363,154373198
8/27/2019,2.15457E+15,308164,0.124483683,748158,6415,142091456
8/28/2019,2.18149E+15,303065,0.122427275,722262,6410,138092706
8/29/2019,2.23013E+15,308537,0.12046122,724189,6493,138451924
8/30/2019,2.26513E+15,288572,0.11809189,713194,6414,135122499
8/31/2019,2.24159E+15,282011,0.112633776,679773,6420,127679054
9/1/2019,2.22794E+15,275912,0.113344607,690235,6402,128896706
9/2/2019,2.24335E+15,319698,0.132697876,757539,6432,141835388
9/3/2019,2.27374E+15,303296,0.131717181,751224,6401,138461149
9/4/2019,2.22692E+15,296005,0.131238676,714432,6392,132203228
9/5/2019,2.23701E+15,326386,0.154988182,769872,6449,140021733
9/6/2019,2.17712E+15,320381,0.160745095,768500,6383,140566093
9/7/2019,2.2779E+15,284448,0.178515054,677445,6428,125439225
9/8/2019,2.28372E+15,279927,0.195450853,675137,6402,122965491
9/9/2019,2.24344E+15,316921,0.199583443,756508,6434,137641158
9/10/2019,2.26081E+15,296904,0.238104192,691617,6388,126223988
9/11/2019,2.26221E+15,295327,0.21932988,705292,6437,127457361
9/12/2019,2.3283E+15,301354,0.240401879,723726,6436,130746356
9/13/2019,2.3197E+15,270785,0.253618922,623470,6313,113344761
9/14/2019,2.31933E+15,271533,0.286814313,628467,6440,114596257
9/15/2019,2.32062E+15,277976,0.289799284,633961,6377,116633728
9/16/2019,2.35948E+15,307380,0.271876983,733010,6455,133591521
9/17/2019,2.42279E+15,297547,0.375446706,681814,6429,127833834
9/18/2019,2.44917E+15,305563,0.385082514,708743,6477,129563846
9/19/2019,2.42611E+15,295149,0.467283094,692484,6327,128008067
9/20/2019,2.42502E+15,309840,0.444615873,717128,6451,131630577
9/21/2019,2.50755E+15,242789,0.416567851,596973,6392,111603008
9/22/2019,2.45067E+15,239625,0.327682705,576563,6391,110326050
9/23/2019,2.49239E+15,251471,0.413778844,639394,6448,119548240
9/24/2019,2.45579E+15,296761,0.365990601,709522,6276,137623398
9/25/2019,2.47213E+15,278971,0.407973622,677675,6384,128960780
9/26/2019,2.50389E+15,265068,0.308400115,657676,6403,125463246
9/27/2019,2.48353E+15,268165,0.346025185,623632,6337,119540377
9/28/2019,2.47597E+15,248610,0.347278366,607857,6438,114752325
9/29/2019,2.45155E+15,231663,0.324762054,591986,6418,113141096
9/30/2019,2.46136E+15,285523,0.266338006,683924,6384,130389580
10/1/2019,2.44982E+15,339783,0.139791395,645073,6426,135417105
10/2/2019,2.41207E+15,327680,0.13980017,627137,6337,129881414
10/3/2019,2.37385E+15,288751,0.183766947,615189,6400,131657035
10/4/2019,2.38574E+15,268748,0.147844586,590197,6440,131213863
10/5/2019,2.38783E+15,272795,0.126542677,595118,6441,114861583
10/6/2019,2.39355E+15,343035,0.11603855,571769,6449,110521078
10/7/2019,2.39894E+15,284288,0.126123989,629382,6364,132096895
10/8/2019,2.38889E+15,306302,0.118719934,710373,6352,138386988
10/9/2019,2.36882E+15,318125,0.147264138,751354,6362,147363744
10/10/2019,2.41826E+15,326182,0.135336064,706127,6344,136162994
10/11/2019,2.47356E+15,315705,0.120979309,702673,6359,134272930
10/12/2019,2.40874E+15,279716,0.111271227,634450,6329,121004139
10/13/2019,2.46116E+15,250851,0.120495037,566845,6374,111307153
10/14/2019,2.4118E+15,300285,0.127489727,650601,6387,129608047
10/15/2019,2.51619E+15,302212,0.121868539,690703,6431,138509072
10/16/2019,2.49232E+15,291507,0.114746569,694589,6332,139141236
10/17/2019,2.48653E+15,285894,0.108579516,703704,6300,138846768
10/18/2019,2.40707E+15,310446,0.109194931,733646,6328,144325008
10/19/2019,2.48362E+15,276993,0.106650553,665170,6354,128657988
10/20/2019,2.48065E+15,248121,0.127507991,612341,6367,119476321
10/21/2019,2.41752E+15,271474,0.119157021,678528,6293,131616627
10/22/2019,2.39202E+15,274766,0.126204211,726230,6412,142600687
10/23/2019,2.48217E+15,275838,0.151088359,736388,6384,156200994
10/24/2019,2.45866E+15,272369,0.118666367,724917,6264,147612782
10/25/2019,2.42286E+15,290755,0.137664842,741655,6127,147636972
10/26/2019,2.43607E+15,303660,0.139957523,716822,6267,145165178
10/27/2019,2.4164E+15,256776,0.127443617,642955,6174,126431668
10/28/2019,2.40658E+15,290065,0.135455729,721335,6242,144412492
10/29/2019,2.42672E+15,283366,0.148974611,707622,6211,141031984
10/30/2019,2.45314E+15,278695,0.143683857,717618,6234,142216579
10/31/2019,2.46687E+15,288701,0.131222246,744118,6216,148936024
11/1/2019,2.46498E+15,287405,0.1278771,705019,6279,141537677
11/2/2019,2.46347E+15,243269,0.121418423,590976,6166,118265582
11/3/2019,2.42724E+15,230486,0.130948287,571113,6270,113040581
11/4/2019,2.40426E+15,262207,0.133111173,670783,6196,132961572
11/5/2019,2.42194E+15,302907,0.129943078,739254,6227,143301285
11/6/2019,2.46189E+15,289661,0.125566768,707733,6203,139039542
11/7/2019,2.46842E+15,375764,0.143911094,857371,6167,159689259
11/8/2019,2.44099E+15,275241,0.131826293,699138,6189,133358511
11/9/2019,2.46934E+15,230831,0.127358086,604007,6137,121628838
11/10/2019,2.52353E+15,257611,0.125140129,609364,6001,118828691
11/11/2019,2.49258E+15,284231,0.129499521,710155,5984,140456995
11/12/2019,2.51379E+15,285556,0.12669784,708660,6022,138847829
11/13/2019,2.56517E+15,278616,0.129813289,713551,6013,137687519
11/14/2019,2.51682E+15,271266,0.135208287,679505,6030,132028316
11/15/2019,2.50384E+15,257911,0.126390537,683049,5986,134352305
11/16/2019,2.45434E+15,233167,0.116079758,596661,6014,117808777
11/17/2019,2.50439E+15,242722,0.123165648,600168,6023,120278032
11/18/2019,2.53416E+15,269423,0.149879792,734472,5981,149422532
11/19/2019,2.41031E+15,283555,0.122734945,735532,5896,150612696
11/20/2019,2.35677E+15,269725,0.128599632,689771,5990,137377115
11/21/2019,2.45586E+15,306522,0.161144249,762896,6070,175867560
11/22/2019,2.43456E+15,341671,0.235123006,794748,5963,188950044
11/23/2019,2.44057E+15,281447,0.102933501,631670,6054,144440404
11/24/2019,2.45065E+15,247215,0.10108526,596880,6013,141110665
11/25/2019,2.53185E+15,326634,0.188935878,762888,5901,180023873
11/26/2019,2.45339E+15,264714,0.149266881,679733,5663,173903481
11/27/2019,2.52286E+15,252198,0.124769822,674957,5656,160632991
11/28/2019,2.53843E+15,260028,0.132128336,623080,5626,155327040
11/29/2019,2.5386E+15,280233,0.107347277,670568,5617,155250793
11/30/2019,2.53242E+15,255240,0.105543284,584871,5702,139012662
12/1/2019,2.53001E+15,244768,0.120953431,615069,5608,145433069
12/2/2019,2.53823E+15,283061,0.109772342,681210,5668,153409459
12/3/2019,2.5858E+15,250073,0.105275722,610528,5634,137134014
12/4/2019,2.55911E+15,253029,0.10713478,661004,5572,163532135
12/5/2019,2.5116E+15,288568,0.100069358,617647,5623,138752193
12/6/2019,2.49235E+15,239911,0.096554172,573666,5606,129035663
12/7/2019,2.55664E+15,207488,0.093374464,488124,5661,109721634
12/8/2019,2.48612E+15,200052,0.090741057,440672,5627,116184591
12/9/2019,2.49841E+15,269250,0.088461993,635462,5647,140726032
12/10/2019,2.5692E+15,249591,0.096593317,631603,5696,143481091
12/11/2019,2.52428E+15,250575,0.098160764,625349,5580,137662259
12/12/2019,2.50694E+15,325420,0.095434964,635638,5706,141779371
12/13/2019,2.62177E+15,346490,0.092787427,621511,5473,134430406
12/14/2019,2.84851E+15,320605,0.087734842,551143,5131,118633837
12/15/2019,2.80557E+15,327301,0.095094519,526996,5127,117499341
12/16/2019,2.7997E+15,308325,0.104776679,634682,5096,136591896
12/17/2019,2.69135E+15,285240,0.125394638,646999,5050,137150427
12/18/2019,2.59997E+15,294956,0.11426414,663295,4989,140217520
12/19/2019,2.59421E+15,277875,0.088951167,620140,5015,136287657
12/20/2019,2.52784E+15,302200,0.091473274,614338,4989,135667081
12/21/2019,2.55282E+15,358805,0.079904834,545378,5078,124840943
12/22/2019,2.55432E+15,298388,0.080222349,529935,4993,121861665
12/23/2019,2.5652E+15,295909,0.087105645,631635,4998,135745722
12/24/2019,2.53489E+15,307989,0.078995997,602814,5074,125369583
12/25/2019,2.50645E+15,314833,0.079022673,565093,4988,119989433
12/26/2019,2.48873E+15,298790,0.078101709,586645,4995,122692806
12/27/2019,2.49218E+15,259478,0.077311814,580029,5024,123794315
12/28/2019,2.52931E+15,243589,0.075736746,516438,5071,109405656
12/29/2019,2.55961E+15,270245,0.0823402,480131,5035,105892437
12/30/2019,2.54833E+15,261226,0.079281492,584426,5015,123336109
12/31/2019,2.52572E+15,232196,0.086711057,554215,4987,120881051
1/1/2020,2.4558E+15,231794,0.083617495,466526,4980,102320743
1/2/2020,2.2221E+15,220624,0.072660554,505639,5679,114363780
1/3/2020,1.9831E+15,255934,0.078630071,581641,6522,126487497
1/4/2020,2.07718E+15,240546,0.066126431,559074,6570,125017358
1/5/2020,2.04113E+15,229160,0.068842759,524664,6488,119433666
1/6/2020,2.03185E+15,274755,0.083914771,626525,6586,133641685
1/7/2020,2.10708E+15,276248,0.077868167,646478,6533,138235550
1/8/2020,2.06526E+15,283219,0.091333221,653831,6495,145378358
1/9/2020,2.01508E+15,282797,0.076492545,621399,6530,131922496
1/10/2020,2.07713E+15,329508,0.097770555,605095,6551,131519844
1/11/2020,2.09625E+15,281332,0.081359444,549612,6528,119741669
1/12/2020,2.07452E+15,231191,0.080123647,523951,6515,379304352
1/13/2020,2.07981E+15,260729,0.087461987,565389,6540,155279130
1/14/2020,2.07312E+15,311555,0.124856484,671748,6525,148612661
1/15/2020,2.11949E+15,321562,0.096605244,698399,6486,151545827
1/16/2020,2.08433E+15,305974,0.081046009,693649,6533,139951067
1/17/2020,2.08132E+15,295218,0.093466337,676556,6549,145089853
1/18/2020,2.07452E+15,290720,0.096133871,628211,6516,133078800
1/19/2020,2.06805E+15,269233,0.087966513,615368,6570,135154593
1/20/2020,2.09666E+15,258251,0.082614741,599266,6518,131436920
1/21/2020,2.09682E+15,287729,0.083007259,558962,6572,121724004
1/22/2020,2.09126E+15,272179,0.08248221,513767,6472,111394530
1/23/2020,2.07616E+15,257578,0.075078133,552533,6575,122184304
1/24/2020,2.12729E+15,209705,0.08207311,497135,6514,125355588
1/25/2020,2.09326E+15,208598,0.070078427,435515,6491,107360851
1/26/2020,2.07244E+15,195000,0.075398037,428839,6495,109404837
1/27/2020,2.07666E+15,238758,0.083618535,476541,6552,113705588
1/28/2020,2.05384E+15,231471,0.086771257,526284,6511,124134263
1/29/2020,2.0835E+15,231564,0.085326681,551529,6551,124843893
1/30/2020,2.05767E+15,244211,0.100639791,566052,6452,132948857
